DS_TO_MF_execute_ls,ALPHAPR
_JW.GR.IF9.RCOMODELSTMP16.RELOADFILE_DEAL_LGD_INPUT_PRL_ORA.BAT,_F9.RCOMODELSTMP17.RELOADFILE_DEAL_LGD_INPUT_RETAIL_SME_ORA.BAT
_F9.RCOMODELSTMP17.RELOADFILE_DEAL_LGD_INPUT_RETAIL_SME_ORA.BAT,_F9.RCOMODELSTMP18.RELOADFILE_DEAL_LGD_INPUT_TERM_LOANS_ORA.BAT
_F9.RCOMODELSTMP18.RELOADFILE_DEAL_LGD_INPUT_TERM_LOANS_ORA.BAT,P.JW.GR.IF9.RCOMODELSTMP33.RELOADFILE_DEAL_LGL_INPUT_ORA.BAT
_IF9.RCOMODELSTMP19.RELOADFILE_LIFETIME_PD_CREDIT_CARDS_ORA.BAT,_GR.IF9.RCOMODELSTMP20.RELOADFILE_LIFETIME_PD_MORTGAGES_ORA.BAT
_GR.IF9.RCOMODELSTMP20.RELOADFILE_LIFETIME_PD_MORTGAGES_ORA.BAT,_R.IF9.RCOMODELSTMP21.RELOADFILE_LIFETIME_PD_OPEN_LOANS_ORA.BAT
_R.IF9.RCOMODELSTMP21.RELOADFILE_LIFETIME_PD_OPEN_LOANS_ORA.BAT,_R.IF9.RCOMODELSTMP22.RELOADFILE_LIFETIME_PD_RETAIL_SME_ORA.BAT
_R.IF9.RCOMODELSTMP22.RELOADFILE_LIFETIME_PD_RETAIL_SME_ORA.BAT,_R.IF9.RCOMODELSTMP23.RELOADFILE_LIFETIME_PD_TERM_LOANS_ORA.BAT
_R.IF9.RCOMODELSTMP23.RELOADFILE_LIFETIME_PD_TERM_LOANS_ORA.BAT,_W.GR.IF9.RCOMODELSTMP34.RELOADFILE_OVERRIDES_MORTGAGES_ORA.BAT
_W.GR.IF9.RCOMODELSTMP24.RELOADFILE_MKT_LGD_INPUT_INDAS_ORA.BAT,P.JW.GR.IF9.RCOMODELSTMP25.RELOADFILE_MKT_LGD_INPUT_ORA.BAT
_F9.RCOMODELSTMP26.RELOADFILE_MKT_PD_INPUT_CREDIT_CARDS_ORA.BAT,_R.IF9.RCOMODELSTMP27.RELOADFILE_MKT_PD_INPUT_MORTGAGES_ORA.BAT
_R.IF9.RCOMODELSTMP27.RELOADFILE_MKT_PD_INPUT_MORTGAGES_ORA.BAT,_JW.GR.IF9.RCOMODELSTMP28.RELOADFILE_MKT_PD_INPUT_MRISK_ORA.BAT
_JW.GR.IF9.RCOMODELSTMP28.RELOADFILE_MKT_PD_INPUT_MRISK_ORA.BAT,_.IF9.RCOMODELSTMP29.RELOADFILE_MKT_PD_INPUT_OPEN_LOANS_ORA.BAT
_.IF9.RCOMODELSTMP29.RELOADFILE_MKT_PD_INPUT_OPEN_LOANS_ORA.BAT,_.IF9.RCOMODELSTMP30.RELOADFILE_MKT_PD_INPUT_RETAIL_SME_ORA.BAT
_.IF9.RCOMODELSTMP30.RELOADFILE_MKT_PD_INPUT_RETAIL_SME_ORA.BAT,_.IF9.RCOMODELSTMP31.RELOADFILE_MKT_PD_INPUT_TERM_LOANS_ORA.BAT
_R.IF9.RCOMODELSTMP35.RELOADFILE_ENTITY_LGD_INPUT_INDAS_ORA.BAT,_.GR.IF9.RCOMODELSTMP36.RELOADFILE_ENTITY_LGD_DEF_INDAS_ORA.BAT
P.JW.GR.IF9.RCORCCEXPOSCHK02.FINALUPDATE_NBGPARAM_FILELOAD.BAT,P.JW.GR.IF9.RCORCCEXPOSCHK03.ARCHIVE_FILES.BAT
P.JW.GR.IF9.RCORCCEXPOSCHK03.ARCHIVE_FILES.BAT,END_P.FL.GR.IF9.MACRO_MODELS_RELOAD
P.FT.GR.IAP.FTOTIMES.TXT,P.JW.GR.IAP.06_JOB_CURRENCIES_IMPORT.EXECUTE_JOB.BAT
P.FT.GR.IAP.IRIS.PRODUCTS,P.JW.GR.IAP.01_JOB_PRODUCT_FACTORY_DATA_IMPORT.EXECUTE_JOB.BAT
CBSFTMTS,P.JW.GR.IAP.34_JOB_PRODUCT_FACTORY_DATA_IMPORT_FINACLE.BAT
P.JW.GR.IAP.QUALCO2CALL.BAT,P.FT.GR.IAP.KD_APP.TXT
P.FL.GR.IAP.DEONTOLOGIA,END_P.FL.GR.IAP.MAIN.FLOW
P.FL.GR.IAP.DEONTOLOGIA.COURIER,P.FL.GR.IAP.DEONTOLOGIA
P.JW.GR.IAP.EVENTSCALL.BAT,P.FT.GR.IAP.EVENTS.KD.TXT
EVENTS,DFIPDEV1
P.JW.GR.IAP.OBJECTIONLETTER.BAT,P.FT.GR.IAP.OBJECTIONLETTER
P.FT.GR.IAP.OBJECTIONLETTER,P.FT.GR.IAP.COURIERIAPOB
OBJECT,DFIPDKZ1
P.FL.GR.IAP.DEONTOLOGIA.EVENT,END_P.FL.GR.IAP.MAIN.FLOW
P.FL.GR.IAP.PREPOS.COURIER,P.FL.GR.IAP.DEONTOLOGIA.EVENT
P.JW.GR.IAP.EVENTSCALLNG.BAT,P.JW.GR.IAP.IAPEVENTKD
P.JW.GR.IAP.IAPEVENTKD,P.FT.GR.IAP.EVENTSNG
EVENTSNG,DKDPDEV5
P.FT.GR.IAP.BCP,P.JW.GR.IAP.MIS_EXPORT.BAT.1
P.JW.GR.IAP.MIS_EXPORT.BAT,P.FT.GR.IAP.BCP
P.JW.GR.IAP.DELETE.FILES,P.JW.GR.IAP.MIS_EXPORT.BAT
P.FT.GR.IAP.PENDINGLETT,P.FT.GR.IAP.COURIERIAPNG.PDL.TO.ELTA
P.FT.GR.IAP.REPROPOSALNG,P.FT.GR.IAP.COURIERIAPNG.RP.TO.ELTA
P.FT.GR.IAP.TEPLETTER,P.FT.GR.IAP.COURIERIAPNG.TO.ELTA
P.JW.GR.IAP.BKP.PDLETT,P.FT.GR.IAP.PENDINGLETT
PENDING,DFIPDNC1
P.JW.GR.IAP.BKP.LETTER,P.FT.GR.IAP.REPROPOSALNG
REPROPOS,DFIPDN34
P.JW.GR.IAP.BKP.TEPCOUR,P.FT.GR.IAP.TEPLETTER
TEPLET,DFIPDN19
P.JW.GR.IAP.REPROPOSALLETTERNG.BAT,P.JW.GR.IAP.BKP.LETTER
P.JW.GR.IAP.PENDINGDOCSLETTERCALLNG.BAT,P.JW.GR.IAP.BKP.PDLETT
P.JW.GR.IAP.TEPLETTERCOURIERCALLNG.BAT,P.JW.GR.IAP.BKP.TEPCOUR
P.FT.GR.IAP.CTLUD02S,P.FT.GR.IAP.IRISPRODUCTSFULL
P.FL.GR.IAP.QUALCO.DEONTOLOGIA,P.FL.GR.IAP.QUALCO.QUALCOIN.IAPPD008
_FT.GR.IAP.QUALCO.COP.CODCONDUCT_RYTHMISEIS_1.TXT.TO.S000011360,_GR.IAP.QUALCO.MITOS.20_JOB_EXTRACT_QUALCO_FILE.EXECUTE_JOB.BAT
P.JW.GR.IAP.QUALCO.QUALCOCALL.BAT,_FT.GR.IAP.QUALCO.COP.CODCONDUCT_RYTHMISEIS_1.TXT.TO.S000011360
_FT.GR.IAP.QUALCO.COP.CODCONDUCT_RYTHMISEIS_2.TXT.TO.S000011360,_.IAP.QUALCO.COP.KD_APP.WNMPD336.CODCONDUCT_RYTHMISEIS_.TXT.NEW
P.JW.GR.IAP.QUALCO.MITOS.20_JOB_EXTRACT_QUA_FILE.EXEC_JOB.BAT,_FT.GR.IAP.QUALCO.COP.CODCONDUCT_RYTHMISEIS_2.TXT.TO.S000011360
_.IAP.QUALCO.COP.KD_APP.WNMPD336.CODCONDUCT_RYTHMISEIS_.TXT.NEW,P.JW.GR.IAP.QUALCO.WNMPD336.CODCONDUCT_RYTHMISEIS.BAT
P.JW.GR.IAP.QUALCO.WNMPD336.CODCONDUCT_RYTHMISEIS.BAT,END_P.FL.GR.IAP.QUALCO.DEONTOLOGIA
P.FL.GR.IAP.QUALCO.QUALCOIN.IAPPD008,END_P.FL.GR.IAP.MAIN.FLOW
P.FT.GR.IAP.QUALCOIN.COP.INCOME_CIF.TXT.TO.S000011360,END_P.FL.GR.IAP.QUALCO.QUALCOIN.IAPPD008
P.JW.GR.IAP.QUALCOINCOME.BAT,P.FT.GR.IAP.QUALCOIN.COP.INCOME_CIF.TXT.TO.S000011360
P.JU.CY.MAN.AML.FORCE.BATCH,P.SC.CY.MAN.AML.SET.SOM
P.JU.CY.MAN.AML.BATCH,P.JU.CY.MAN.AML.FORCE.BATCH
P.JU.CY.MAN.AML.MONTHLY.REPORTS.BATCH,P.SC.CY.MAN.KYC.SET.EOM
P.SC.CY.MAN.AML.SET.SOM,P.JU.CY.MAN.AML.MONTHLY.REPORTS.BATCH
P.JU.CY.MAN.KYC.FORCE.BATCH,CY.MAN.FILE.TRANSFERS
P.JU.CY.MAN.KYC.BATCH,P.JU.CY.MAN.KYC.FORCE.BATCH
P.JU.CY.MAN.KYC.FORCE.BATCH.EOM,CY.MAN.FILE.TRANSFERS
P.JU.CY.MAN.KYC.BATCH.EOM,P.JU.CY.MAN.KYC.FORCE.BATCH.EOM
P.JU.CY.MAN.KYC.BATCH,CY.MAN.FILE.TRANSFERS
P.SC.CY.MAN.KYC.SET.EOM,P.JU.CY.MAN.KYC.BATCH
P.JU.CY.MAN.KYC.BATCH.EOM,CY.MAN.FILE.TRANSFERS
P.SC.CY.MAN.KYC.SET.EOM,P.JU.CY.MAN.KYC.BATCH.EOM
P.JU.CY.MAN.BACKUP.FULL,P.JU.CY.MAN.BACKUP.TSM
CY.MAN.FILE.TRANSFERS,P.JU.CY.MAN.BACKUP.FULL
P.JU.CY.MAN.BACKUP.TSM,P.JU.CY.MAN.DSMC.AML
P.JU.CY.MAN.DSMC.AML,P.JU.CY.MAN.DSMC.KYC
P.JU.CY.MAN.DSMC.KYC,CY.MAN.END.CHECK
P.EU.CY.MAN.KYC.INDIVIDUALS.HIGH,P.FT.CY.MAN.KYC.INDIVIDUALS.HIGH
P.EU.CY.MAN.KYC.INDIVIDUALS.LOW.MEDIUM,P.FT.CY.MAN.KYC.INDIVIDUALS.LOW.MEDIUM
P.EU.CY.MAN.KYC.NON.INDIVIDUALS.HIGH,P.FT.CY.MAN.KYC.NON.INDIVIDUALS.HIGH
P.EU.CY.MAN.KYC.NON.INDIVIDUALS.LOW.MEDIUM,P.FT.CY.MAN.KYC.NON.INDIVIDUALS.LOW.MEDIUM
P.EU.CY.MAN.KYC.NOTIFICATION.REPORT,P.FT.CY.MAN.KYC.NOTIFICATION.REPORT
P.EU.CY.MAN.KYC.GEN.CUST.DETAILS,P.FT.CY.MAN.KYC.GEN.CUST.DETAILS
P.JU.CY.MAN.KYC.EXPORT.SH,P.FT.CY.MAN.KYC.CY_KYC_RISK_T24.TXT
P.SC.CY.MAN.DATES.CHECK,P.EU.CY.MAN.ACCOUNT.FILE.RECEPTION
P.EU.CY.MAN.ACCOUNT.FILE.RECEPTION,P.JU.CY.MAN.AML.BATCH
P.SC.CY.MAN.DATES.CHECK,P.EU.CY.MAN.NUM.OF.FILES.RECEPTION
P.EU.CY.MAN.NUM.OF.FILES.RECEPTION,P.JU.CY.MAN.AML.BATCH
P.JU.CY.MAN.AML.BATCH,P.SC.CY.MAN.AML.SET.SOM
P.SC.CY.MAN.CLEANUP.CONDITIONS,P.SC.CY.MAN.DATES.CHECK
P.SC.CY.MAN.AML.SET.SOM,P.SC.CY.MAN.KYC.SET.EOM
P.SC.CY.MAN.KYC.SET.EOM,CY.MAN.END.CHECK
P.EW.CY.MAN.FILEWATCHER,P.SC.CY.MAN.CLEANUP.CONDITIONS
P.JW.GR.APPS_961.LIQ.SRB,EDWPD512
EDWPD512,EDWPD545
EDWPD545,EDWPD562
EDWPD562,EDOMSR01
P.FT.GR.WEF.MOV.TO.AKUO,P.JU.GR.WEF.AKUO.PERMISSION.ALL.ADM
P.JW.GR.WEF.MOV.TO.AKUO.FILE.CHECK,P.FT.GR.WEF.MOV.TO.AKUO
P.JU.GR.WEF.AKUO.PERMISSION.ALL.ADM,P.JU.GR.WEF.AKUO.MOVE.TO.SWIFT
P.JU.GR.WEF.AKUO.MOVE.TO.SWIFT,ENDFOLD
P.JU.GR.WEF.DAUFOOD.MOVE.TO.SWIFT,ENDFOLD
P.JU.GR.WEF.AZSEDEMM.MOVE.TO.SWIFT,ENDFOLD
P.JU.GR.WEF.NESNCH22.MOVE.TO.SWIFT,ENDFOLD
P.JU.GR.WEF.METLIFE.MOVE.TO.SWIFT,ENDFOLD
P.JU.GR.WEF.VOLTALIA.OUTSCORE.MOVE.TO.SWIFT,ENDFOLD
P.JU.GR.WEF.WAIKIKI.MOVE.TO.SWIFT,ENDFOLD
P.JU.GR.WEF.ATHZYTH.MOVE.TO.SWIFT,ENDFOLD
P.FT.GR.WEF.NN_HELLAS.MOV.OUTGOING.POST.ENCRYPT,ENDFOLD
P.FT.GR.WEF.LAFARGE.MOV.OUTGOING.POST.ENCRYPT,ENDFOLD
P.JU.GR.WEF.HELLENIQ_ENERGY.MOVE.TO.SWIFT,ENDFOLD
P.FT.GR.WEF.MOV.TO.DAUFOOD,P.JU.GR.WEF.DAUFOOD.PERMISSION.ALL.ADM
P.JW.GR.WEF.MOV.TO.DAUFOOD.FILE.CHECK,P.FT.GR.WEF.MOV.TO.DAUFOOD
P.JU.GR.WEF.DAUFOOD.PERMISSION.ALL.ADM,P.JU.GR.WEF.DAUFOOD.MOVE.TO.SWIFT
P.FT.GR.WEF.MOV.TO.AZSEDEMM,P.JU.GR.WEF.AZSEDEMM.PERMISSION.ALL.ADM
P.JW.GR.WEF.MOV.TO.AZSEDEMM.FILE.CHECK,P.FT.GR.WEF.MOV.TO.AZSEDEMM
P.JU.GR.WEF.AZSEDEMM.PERMISSION.ALL.ADM,P.JU.GR.WEF.AZSEDEMM.MOVE.TO.SWIFT
P.FT.GR.WEF.MOV.TO.NESNCH22,P.JU.GR.WEF.NESNCH22.PERMISSION.ALL.ADM
P.JW.GR.WEF.MOV.TO.NESNCH22.FILE.CHECK,P.FT.GR.WEF.MOV.TO.NESNCH22
P.JU.GR.WEF.NESNCH22.PERMISSION.ALL.ADM,P.JU.GR.WEF.NESNCH22.MOVE.TO.SWIFT
P.FT.GR.WEF.MOV.TO.METLIFE,P.JU.GR.WEF.METLIFE.PERMISSION.ALL.ADM
P.JW.GR.WEF.MOV.TO.METLIFE.FILE.CHECK,P.FT.GR.WEF.MOV.TO.METLIFE
P.JU.GR.WEF.METLIFE.PERMISSION.ALL.ADM,P.JU.GR.WEF.METLIFE.MOVE.TO.SWIFT
P.FT.GR.WEF.VOLTALIA.OUTSCORE.MOV.TO.SAA,P.JU.GR.WEF.VOLTALIA.OUTSCORE.PERMISSION.ALL.ADM
P.JW.GR.WEF.VOLTALIA.OUTSCORE.MOV.TO.SAA.FILE.CHECK,P.FT.GR.WEF.VOLTALIA.OUTSCORE.MOV.TO.SAA
P.JU.GR.WEF.VOLTALIA.OUTSCORE.PERMISSION.ALL.ADM,P.JU.GR.WEF.VOLTALIA.OUTSCORE.MOVE.TO.SWIFT
P.FT.GR.WEF.MOV.TO.WAIKIKI,P.JU.GR.WEF.WAIKIKI.PERMISSION.ALL.ADM
P.JW.GR.WEF.MOV.TO.WAIKIKI.FILE.CHECK,P.FT.GR.WEF.MOV.TO.WAIKIKI
P.JU.GR.WEF.WAIKIKI.PERMISSION.ALL.ADM,P.JU.GR.WEF.WAIKIKI.MOVE.TO.SWIFT
P.FT.GR.WEF.MOV.TO.ATHZYTH,P.JU.GR.WEF.ATHZYTH.PERMISSION.ALL.ADM
P.JW.GR.WEF.MOV.TO.ATHZYTH.FILE.CHECK,P.FT.GR.WEF.MOV.TO.ATHZYTH
P.JU.GR.WEF.ATHZYTH.PERMISSION.ALL.ADM,P.JU.GR.WEF.ATHZYTH.MOVE.TO.SWIFT
P.FT.GR.WEF.NN_HELLAS.MOV.OUTGOING.PRE.ENCRYPT.CUS2BANK,P.JW.GR.WEF.NN_HELLAS.PAIN_ENCRYPTFILES.BAT
P.JW.GR.WEF.NN_HELLAS.OUTGOING.FILE.CHECK,P.FT.GR.WEF.NN_HELLAS.MOV.OUTGOING.PRE.ENCRYPT.CUS2BANK
P.JW.GR.WEF.NN_HELLAS.PAIN_ENCRYPTFILES.BAT,P.FT.GR.WEF.NN_HELLAS.MOV.OUTGOING.POST.ENCRYPT
P.FT.GR.WEF.MOV.TO.HELLENIQ_ENERGY,P.JU.GR.WEF.HELLENIQ_ENERGY.PERMISSION.ALL.ADM
P.JW.GR.WEF.MOV.TO.HELLENIQ_ENERGY.FILE.CHECK,P.FT.GR.WEF.MOV.TO.HELLENIQ_ENERGY
P.JU.GR.WEF.HELLENIQ_ENERGY.PERMISSION.ALL.ADM,P.JU.GR.WEF.HELLENIQ_ENERGY.MOVE.TO.SWIFT
P.FT.GR.WEF.LAFARGE.MOV.OUTGOING.PRE.ENCRYPT.CUS2BANK,P.JW.GR.WEF.LAFARGE.PAIN_ENCRYPTFILES.BAT
P.JW.GR.WEF.LAFARGE.OUTGOING.FILE.CHECK,P.FT.GR.WEF.LAFARGE.MOV.OUTGOING.PRE.ENCRYPT.CUS2BANK
P.JW.GR.WEF.LAFARGE.PAIN_ENCRYPTFILES.BAT,P.FT.GR.WEF.LAFARGE.MOV.OUTGOING.POST.ENCRYPT
P.JS.GR.SAP.EDW.ZNB_HR_EMPL_BLD_EXP,P.JS.GR.SAP.EDW.SAPHR_EMPL_PER_UNIT_M_XXXXXXXX.TXT
P.JS.GR.SAP.EDW.SAPHR_EMPL_PER_UNIT_M_XXXXXXXX.TXT,EDWPMT03
P.JS.GR.SAP.EDW.ZNB_RE_BLD_KAT_EXP,P.FT.GR.SAP.EDW.SAPRE_BUILD_KATANALWSEIS_M_YYYYMMDD.TXT
P.FT.GR.SAP.EDW.SAPRE_BUILD_KATANALWSEIS_M_YYYYMMDD.TXT,EDWPMT04
P.JS.GR.SAP.EDW.ZNB_RE_BLD_MAS_EXP,P.FT.GR.SAP.EDW.SAPRE_BUILD_MASTER_M_YYYYMMDD.TXT
P.FT.GR.SAP.EDW.SAPRE_BUILD_MASTER_M_YYYYMMDD.TXT,EDWPMT05
P.JS.GR.SAP.EDW.ZNB_RE_BLD_PRLIST_EXP,P.JS.GR.SAP.EDW.SAPRE_PRLST_M_YYYYMMDD.TXT
P.JS.GR.SAP.EDW.SAPRE_PRLST_M_YYYYMMDD.TXT,EDWPMT02
P.EW.EG.SAP.EGYCRFNBG.TXT,P.JS.EG.SAP.EG_GLA_01_S
P.EW.EG.SAP.EGYGLANBG.TXT,P.JS.EG.SAP.EG_GLA_01_S
P.EU.GR.SWI.BANKDIRECTORYPLUS_V3_FULL_.ZIP,P.FT.CY.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.CYP.AIX
P.EU.GR.SWI.BANKDIRECTORYPLUS_V3_FULL_.ZIP,P.FT.EG.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.EG.BS
P.EU.GR.SWI.BANKDIRECTORYPLUS_V3_FULL_.ZIP,P.FT.GR.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.MYNBGINTRANET
P.EU.GR.SWI.BANKDIRECTORYPLUS_V3_FULL_.ZIP,P.FT.ST.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.STB.BS
P.EU.GR.SWI.BANKDIRECTORYPLUS_V3_FULL_.ZIP,P.EU.GR.SWI.BANKDIRECTORYPLUS_V3_DELTA_.TXT
P.FT.CY.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.CYP.AIX,ENDFOLD
P.FT.GR.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.EDW,ENDFOLD
P.JW.GR.SWI.BICUPLOAD.BAT.WNSPM001,ENDFOLD
P.FT.CY.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.CYP.AIX,P.FT.GR.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.EDW
P.EU.GR.SWI.BANKDIRECTORYPLUS_V3_DELTA_.TXT,P.FT.CY.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.CYP.AIX
P.FT.EG.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.EG.BS,P.FT.GR.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.EDW
P.FT.ST.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.STB.BS,P.FT.GR.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.EDW
_.FT.GR.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.MYNBGINTRANET,P.JW.GR.SWI.BICDIR_UNZIP.BAT.V000010846
P.FT.CY.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.CYP.AIX,P.JU.CY.SWI.MOVE_BICPLUSIBAN.SH
P.FT.GR.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.EDW,P.JW.GR.SWI.BICDIR_UNZIP.BAT
P.JW.GR.SWI.BICDIR_UNZIP.BAT,P.JW.GR.SWI.MOV.REN.BANKDIRECTORYPLUS_V3_FULL.ZIP
P.JW.GR.SWI.BICDIR_UNZIP.BAT.V000010846,P.JW.GR.SWI.BICUPLOAD.BAT.WNSPM001
P.FT.CY.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.CYP.AIX,P.FT.CY.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.CYP.AIX
UC4CLCSV,P.FT.GR.400.COP.POS.SNKDLB001A.TPKTCSV3R.TPKTCSV3R
UC4CLRP1,P.E4.GR.400.SNKDLB001A.TPKTPFCSV.PPOSCSV
WNMPM010,UC4CLRP2
P.FT.GR.400.COP.POS.SNKDLB001A.TPKTCSV3R.TPKTCSV3R,WNMPM009
P.FT.GR.400.COP.SNKDLB001A.TPKTPFCSV.PPOSCSV,WNMPM010
P.E4.GR.400.SNKDLB001A.TPKTPFCSV.PPOSCSV,P.FT.GR.400.COP.SNKDLB001A.TPKTPFCSV.PPOSCSV
P.JW.GR.IBP.MERCHANTPROCESS.IBPPD001.BAT,CLSTEPIXCP
P.FT.GR.IBP.MERCHANTPROCESS.PPEEMPRKFL.TO.V000010846,P.JW.GR.IBP.MERCHANTPROCESS.IBPPD001.BAT
P.JW.GR.400.MERCHANTPROCESSING.BAT,P.J4.GR.400.PRDLIB.CLSTEPIXCP
P.FT.GR.400.COP.FTLBETHN.PPEEMPRKFL.PPEEMPRKFL,P.JW.GR.400.MERCHANTPROCESSING.BAT
FTPMRCHCL1,P.FT.GR.IBP.MERCHANTPROCESS.PPEEMPRKFL.TO.V000010846
FTPMRCHCL1,P.FT.GR.400.COP.FTLBETHN.PPEEMPRKFL.PPEEMPRKFL
P.E4.GR.400.FTLBETHN.PPEEMPRKFL.PPEEMPRKFL,FTPMRCHCL1
P.EW.GR.400.PPEEMPRKFL_.TXT,P.JW.GR.400.BKP.PPEEMPRKFL_.TXT
P.JW.GR.400.BKP.PPEEMPRKFL_.TXT,P.FT.GR.400.MOV.EDWMNTCL.PPEEMPRKFL_.TXT
P.NE.GR.DPL.S.START.DEPL,P.JU.GR.BKT.DEPLOYUC
P.JW.GR.DLR.TREASURYCALL4_ASSETS_DAILY.BAT,P.JW.GR.DLR.TREASURYCALL4_ASSETS_DAILY.FILES.BAT
P.JW.GR.DLR.EDW.TREASURYCALL_ANACREDIT_RPT.BAT,P.FT.GR.DLR.EDW.ANACREDIT_TREASURY_REPORT.CSV
P.JW.GR.DLR.TREASURYCALL4_IFRS9_EXPORT.BAT,P.FT.GR.DLR.IFRS9.CONTRACT_TYPES.ADPTV.TXT
P.EU.GR.GAS.ETHNOPTISUITE,P.CFE.FL.GR.GAS.OCONDB.TO.SAAPROD.BACKUP
P.EU.GR.GAS.ETHNOPTISUITE,ENDFOLD
P.JU.GR.GAS.PERMISSION.ALL.ADM,ENDFOLD
P.FT.GR.GAS.ETHNOPTISUITE,P.JU.GR.GAS.PERMISSION.ALL.ADM
P.JU.GR.GAS.PERMISSION.ALL.ADM.BACKUP,P.FT.GR.GAS.ETHNOPTISUITE
P.FT.GR.GAS.ETHNOPTISUITE.BACKUP,P.JU.GR.GAS.PERMISSION.ALL.ADM.BACKUP
P.EU.GR.GAS.ETHNOPTISUITE,P.FT.GR.GAS.ETHNOPTISUITE.BACKUP
P.EW.GR.IAP.MITOS.CRM,P.FT.GR.IAP.MITOS.CRM
P.FT.GR.IAP.MITOS.CRM,P.JW.GR.IAP.MITOS.CRM.BCK
P.JW.GR.IAP.MITOS.CRM.BCK,P.JW.GR.IAP.26_JOB_CRM_CUSTOMERS_IMPORT.EXECUTE_JOB.BAT
P.JW.GR.IF9.RCOEDWEXP_TABLELOAD01.EXPORA_RCO_LOADTABLES.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE01.EXPORA_RCO_ASSETS_M.BAT
P.JW.GR.IF9.RCOEDWEXP_EXPFILE01.EXPORA_RCO_ASSETS_M.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE02.EXPORA_RCO_CUSTOMER_M.BAT
P.JW.GR.IF9.RCOEDWEXP_EXPFILE02.EXPORA_RCO_CUSTOMER_M.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE03.EXPORA_RCO_DEAL_LGD_M.BAT
P.JW.GR.IF9.RCOEDWEXP_EXPFILE03.EXPORA_RCO_DEAL_LGD_M.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE04.EXPORA_RCO_DEAL_PD_M.BAT
P.JW.GR.IF9.RCOEDWEXP_EXPFILE04.EXPORA_RCO_DEAL_PD_M.BAT,P.NE.GR.IF9.S.ETL.EXPORTFOREDW
P.JW.GR.IF9.RCOEDWEXP_TABLELOAD01.EXPORA_RCO_LOADTABLES.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE05.EXPORA_RCO_ENTITY_LGD_M.BAT
P.JW.GR.IF9.RCOEDWEXP_EXPFILE05.EXPORA_RCO_ENTITY_LGD_M.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE06.EXPORA_RCO_ENTITY_PD_M.BAT
P.JW.GR.IF9.RCOEDWEXP_EXPFILE06.EXPORA_RCO_ENTITY_PD_M.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE07_RCO_GLOBAL_EI_DETAIL_M.BAT
P.JW.GR.IF9.RCOEDWEXP_EXPFILE07_RCO_GLOBAL_EI_DETAIL_M.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE08.EXPORA_RCO_GLOBAL_LGD_M.BAT
P.JW.GR.IF9.RCOEDWEXP_EXPFILE08.EXPORA_RCO_GLOBAL_LGD_M.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE10.EXPORA_RCO_PARALIST_M.BAT
P.JW.GR.IF9.RCOEDWEXP_EXPFILE17.EXPORA_RCO_SECURITIES_M.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE09.EXPORA_RCO_GLOBAL_PD_M.BAT
P.JW.GR.IF9.RCOEDWEXP_EXPFILE09.EXPORA_RCO_GLOBAL_PD_M.BAT,P.NE.GR.IF9.S.ETL.EXPORTFOREDW
P.JW.GR.IF9.RCOEDWEXP_EXPFILE10.EXPORA_RCO_PARALIST_M.BAT,P.NE.GR.IF9.S.ETL.EXPORTFOREDW
P.JW.GR.IF9.RCOEDWEXP_TABLELOAD01.EXPORA_RCO_LOADTABLES.BAT,P.JW.GR.IF9.RCOEDWEXP_EXPFILE11.EXPORA_RCO_PDM_DETAIL_M.BAT
